date,product_id,product_name,quantity_sold,unit_price,customer_id,price,sales_channel
2025-05-13,G004,Dal Toor 500g,1,147.13,C1132,,
2025-05-13,G001,Rice Basmati 1kg,1,94.62,C1133,,
2025-05-13,G003,Sugar 1kg,3,50.18,C1134,,
2025-05-13,G011,Biscuits Parle-G,2,15.16,C1135,,
2025-05-13,G002,Wheat Flour 1kg,3,37.91,C1136,,
2025-05-13,G015,Onions 1kg,1,34.74,C1137,,
2025-05-13,G004,Dal Toor 500g,1,143.34,C1138,,
2025-05-13,G004,Dal Toor 500g,1,144.77,C1139,,
2025-05-13,G019,Coffee Instant 100g,1,193.85,C1140,,
2025-05-13,G015,Onions 1kg,1,33.36,C1141,,
2025-05-13,G006,Milk Packet 500ml,1,26.98,C1142,,
2025-05-13,G011,Biscuits Parle-G,1,15.1,C1143,,
2025-05-13,G009,Tea Powder 250g,1,227.9,C1144,,
2025-05-13,G006,Milk Packet 500ml,1,26.33,C1145,,
2025-05-13,G015,Onions 1kg,1,35.09,C1146,,
2025-05-13,G015,Onions 1kg,1,33.82,C1147,,
2025-05-13,G011,Biscuits Parle-G,1,15.49,C1148,,
2025-05-13,G015,Onions 1kg,1,34.73,C1149,,
2025-05-13,G015,Onions 1kg,1,33.5,C1150,,
2025-05-13,G012,Soap Lifebouy,1,45.54,C1151,,
2025-05-13,G015,Onions 1kg,1,32.93,C1152,,
2025-05-13,G012,Soap Lifebouy,1,44.09,C1153,,
2025-05-13,G011,Biscuits Parle-G,1,15.14,C1154,,
2025-05-13,G019,Coffee Instant 100g,1,189.36,C1155,,
2025-05-13,G013,Detergent 1kg,1,210.84,C1156,,
2025-05-13,G003,Sugar 1kg,1,48.39,C1157,,
2025-05-13,G015,Onions 1kg,1,33.46,C1158,,
2025-05-13,G015,Onions 1kg,1,32.67,C1159,,
2025-05-13,G002,Wheat Flour 1kg,1,38.44,C1160,,
2025-05-13,G015,Onions 1kg,1,34.55,C1161,,
2025-05-13,G003,Sugar 1kg,1,48.16,C1162,,
2025-05-13,G006,Milk Packet 500ml,1,25.94,C1163,,
2025-05-13,G013,Detergent 1kg,1,208.67,C1164,,
2025-05-14,G001,Rice Basmati 1kg,2,97.47,C1165,,
2025-05-14,G015,Onions 1kg,1,32.28,C1166,,
2025-05-14,G015,Onions 1kg,1,34.12,C1167,,
2025-05-14,G004,Dal Toor 500g,1,143.21,C1168,,
2025-05-14,G003,Sugar 1kg,3,47.31,C1169,,
2025-05-14,G006,Milk Packet 500ml,1,25.76,C1170,,
2025-05-14,G019,Coffee Instant 100g,1,186.14,C1171,,
2025-05-14,G020,Pickle Mixed 400g,1,126.84,C1172,,
2025-05-14,G011,Biscuits Parle-G,1,14.82,C1173,,
2025-05-14,G016,Ghee 500ml,2,488.32,C1174,,
2025-05-14,G011,Biscuits Parle-G,1,15.97,C1175,,
2025-05-14,G005,Oil Sunflower 1L,2,163.21,C1176,,
2025-05-14,G014,Turmeric Powder 100g,1,56.72,C1177,,
2025-05-14,G001,Rice Basmati 1kg,2,94.76,C1178,,
2025-05-14,G013,Detergent 1kg,1,210.84,C1179,,
2025-05-14,G005,Oil Sunflower 1L,2,159.65,C1180,,
2025-05-14,G018,Honey 500g,1,360.6,C1181,,
2025-05-14,G016,Ghee 500ml,1,518.7,C1182,,
2025-05-14,G011,Biscuits Parle-G,2,16.32,C1183,,
2025-05-14,G008,Eggs 12 pieces,1,89.67,C1184,,
2025-05-14,G002,Wheat Flour 1kg,1,37.5,C1185,,
2025-05-14,G008,Eggs 12 pieces,1,87.78,C1186,,
2025-05-14,G011,Biscuits Parle-G,1,15.37,C1187,,
2025-05-14,G003,Sugar 1kg,2,48.25,C1188,,
2025-05-14,G016,Ghee 500ml,1,516.98,C1189,,
2025-05-14,G012,Soap Lifebouy,1,42.52,C1190,,
2025-05-14,G001,Rice Basmati 1kg,3,99.54,C1191,,
2025-05-14,G019,Coffee Instant 100g,1,196.55,C1192,,
2025-05-14,G006,Milk Packet 500ml,2,25.16,C1193,,
2025-05-14,G009,Tea Powder 250g,1,226.99,C1194,,
2025-05-14,G001,Rice Basmati 1kg,1,93.63,C1195,,
2025-05-14,G015,Onions 1kg,1,34.13,C1196,,
2025-05-14,G018,Honey 500g,1,362.18,C1197,,
2025-05-14,G018,Honey 500g,1,349.73,C1198,,
2025-05-14,G013,Detergent 1kg,1,215.8,C1199,,
2025-05-14,G003,Sugar 1kg,1,48.12,C1200,,
2025-05-14,G013,Detergent 1kg,1,216.56,C1201,,
2025-05-14,G003,Sugar 1kg,1,48.74,C1202,,
2025-05-14,G001,Rice Basmati 1kg,1,94.04,C1203,,
2025-05-14,G016,Ghee 500ml,1,471.41,C1204,,
2025-05-15,G004,Dal Toor 500g,1,139.13,C1205,,
2025-05-15,G013,Detergent 1kg,1,209.24,C1206,,
2025-05-15,G011,Biscuits Parle-G,1,15.78,C1207,,
2025-05-15,G007,Bread White 400g,1,33.33,C1208,,
2025-05-15,G016,Ghee 500ml,2,484.68,C1209,,
2025-05-15,G020,Pickle Mixed 400g,1,131.41,C1210,,
2025-05-15,G007,Bread White 400g,2,34.62,C1211,,
2025-05-15,G004,Dal Toor 500g,1,137.3,C1212,,
2025-05-15,G003,Sugar 1kg,1,51.01,C1213,,
2025-05-15,G014,Turmeric Powder 100g,1,55.49,C1214,,
2025-05-15,G012,Soap Lifebouy,1,45.0,C1215,,
2025-05-15,G003,Sugar 1kg,3,47.26,C1216,,
2025-05-15,G001,Rice Basmati 1kg,1,100.82,C1217,,
2025-05-15,G011,Biscuits Parle-G,1,15.34,C1218,,
2025-05-15,G011,Biscuits Parle-G,1,15.46,C1219,,
2025-05-15,G006,Milk Packet 500ml,1,26.31,C1220,,
2025-05-15,G017,Almonds 250g,1,817.58,C1221,,
2025-05-15,G002,Wheat Flour 1kg,2,38.99,C1222,,
2025-05-15,G007,Bread White 400g,1,35.13,C1223,,
2025-05-15,G008,Eggs 12 pieces,1,85.58,C1224,,
2025-05-15,G007,Bread White 400g,2,32.16,C1225,,
2025-05-15,G011,Biscuits Parle-G,1,15.84,C1226,,
2025-05-15,G007,Bread White 400g,1,33.41,C1227,,
2025-05-15,G016,Ghee 500ml,2,496.64,C1228,,
2025-05-15,G020,Pickle Mixed 400g,1,121.44,C1229,,
2025-05-15,G007,Bread White 400g,1,35.08,C1230,,
2025-05-15,G008,Eggs 12 pieces,1,83.75,C1231,,
2025-05-15,G001,Rice Basmati 1kg,1,101.45,C1232,,
2025-05-15,G001,Rice Basmati 1kg,2,97.98,C1233,,
2025-05-15,G001,Rice Basmati 1kg,1,94.38,C1234,,
2025-05-15,G011,Biscuits Parle-G,1,15.21,C1235,,
2025-05-15,G006,Milk Packet 500ml,1,26.8,C1236,,
2025-05-15,G015,Onions 1kg,1,34.97,C1237,,
2025-05-15,G004,Dal Toor 500g,1,141.14,C1238,,
2025-05-15,G018,Honey 500g,1,351.7,C1239,,
2025-05-15,G003,Sugar 1kg,2,49.95,C1240,,
2025-05-15,G015,Onions 1kg,1,33.83,C1241,,
2025-05-15,G014,Turmeric Powder 100g,1,59.96,C1242,,
2025-05-15,G010,Salt 1kg,1,23.19,C1243,,
2025-05-15,G015,Onions 1kg,1,33.45,C1244,,
2025-05-15,G013,Detergent 1kg,1,205.2,C1245,,
2025-05-15,G011,Biscuits Parle-G,1,15.55,C1246,,
2025-05-15,G002,Wheat Flour 1kg,3,39.11,C1247,,
2025-05-15,G002,Wheat Flour 1kg,2,39.58,C1248,,
2025-05-15,G008,Eggs 12 pieces,1,83.56,C1249,,
2025-05-15,G019,Coffee Instant 100g,1,189.98,C1250,,
2025-05-15,G015,Onions 1kg,1,34.86,C1251,,
2025-05-15,G004,Dal Toor 500g,1,140.5,C1252,,
2025-05-15,G003,Sugar 1kg,2,50.41,C1253,,
2025-05-15,G003,Sugar 1kg,2,48.36,C1254,,
2025-05-15,G011,Biscuits Parle-G,1,15.27,C1255,,
2025-05-15,G007,Bread White 400g,1,34.01,C1256,,
2025-05-15,G001,Rice Basmati 1kg,1,102.34,C1257,,
2025-05-15,G004,Dal Toor 500g,1,138.51,C1258,,
2025-05-15,G002,Wheat Flour 1kg,2,38.15,C1259,,
2025-05-15,G019,Coffee Instant 100g,1,186.57,C1260,,
2025-05-15,G016,Ghee 500ml,2,493.8,C1261,,
2025-05-15,G015,Onions 1kg,1,32.33,C1262,,
2025-05-15,G006,Milk Packet 500ml,1,26.63,C1263,,
2025-05-15,G004,Dal Toor 500g,1,137.09,C1264,,
2025-05-15,G002,Wheat Flour 1kg,2,40.49,C1265,,
2025-05-15,G003,Sugar 1kg,1,50.84,C1266,,
2025-05-15,G007,Bread White 400g,1,34.39,C1267,,
2025-05-15,G004,Dal Toor 500g,1,141.22,C1268,,
2025-05-15,G019,Coffee Instant 100g,1,200.38,C1269,,
2025-05-15,G006,Milk Packet 500ml,2,26.05,C1270,,
2025-05-15,G012,Soap Lifebouy,1,44.36,C1271,,
2025-05-15,G015,Onions 1kg,1,34.98,C1272,,
2025-05-15,G010,Salt 1kg,1,21.91,C1273,,
2025-05-15,G001,Rice Basmati 1kg,1,95.56,C1274,,
2025-05-15,G004,Dal Toor 500g,1,134.65,C1275,,
2025-05-15,G003,Sugar 1kg,1,49.98,C1276,,
2025-05-15,G001,Rice Basmati 1kg,1,97.75,C1277,,
2025-05-15,G020,Pickle Mixed 400g,1,130.8,C1278,,
2025-05-15,G003,Sugar 1kg,1,48.78,C1279,,
2025-05-15,G004,Dal Toor 500g,1,136.3,C1280,,
2025-05-15,G019,Coffee Instant 100g,1,197.87,C1281,,
2025-05-15,G012,Soap Lifebouy,1,41.66,C1282,,
2025-05-15,G009,Tea Powder 250g,1,214.13,C1283,,
2025-05-15,G003,Sugar 1kg,1,48.48,C1284,,
2025-05-15,G006,Milk Packet 500ml,1,26.03,C1285,,
2025-05-15,G005,Oil Sunflower 1L,1,164.89,C1286,,
2025-05-15,G003,Sugar 1kg,1,49.65,C1287,,
2025-05-15,G016,Ghee 500ml,1,493.32,C1288,,
2025-05-15,G003,Sugar 1kg,1,47.94,C1289,,
2025-05-15,G002,Wheat Flour 1kg,2,38.18,C1290,,
2025-05-15,G007,Bread White 400g,1,34.22,C1291,,
2025-05-15,G001,Rice Basmati 1kg,2,96.02,C1292,,
2025-05-15,G009,Tea Powder 250g,1,210.73,C1293,,
2025-05-15,G012,Soap Lifebouy,1,45.22,C1294,,
2025-05-15,G015,Onions 1kg,1,32.74,C1295,,
2025-05-15,G001,Rice Basmati 1kg,1,99.14,C1296,,
2025-05-15,G002,Wheat Flour 1kg,2,39.99,C1297,,
2025-05-15,G002,Wheat Flour 1kg,1,40.05,C1298,,
2025-05-15,G011,Biscuits Parle-G,1,16.27,C1299,,
2025-05-15,G012,Soap Lifebouy,1,45.07,C1300,,
2025-05-15,G003,Sugar 1kg,2,51.43,C1301,,
2025-05-15,G008,Eggs 12 pieces,1,89.04,C1302,,
2025-05-15,G001,Rice Basmati 1kg,2,101.02,C1303,,
2025-05-15,G005,Oil Sunflower 1L,3,153.17,C1304,,
2025-05-16,G012,Soap Lifebouy,1,42.39,C1305,,
2025-05-16,G015,Onions 1kg,1,33.99,C1306,,
2025-05-16,G012,Soap Lifebouy,1,44.83,C1307,,
2025-05-16,G015,Onions 1kg,1,34.34,C1308,,
2025-05-16,G016,Ghee 500ml,2,479.09,C1309,,
2025-05-16,G015,Onions 1kg,1,33.77,C1310,,
2025-05-16,G003,Sugar 1kg,3,49.22,C1311,,
2025-05-16,G008,Eggs 12 pieces,1,86.68,C1312,,
2025-05-16,G005,Oil Sunflower 1L,1,161.73,C1313,,
2025-05-16,G015,Onions 1kg,1,34.12,C1314,,
2025-05-16,G004,Dal Toor 500g,1,139.83,C1315,,
2025-05-16,G011,Biscuits Parle-G,1,15.53,C1316,,
2025-05-16,G005,Oil Sunflower 1L,2,167.31,C1317,,
2025-05-16,G012,Soap Lifebouy,1,45.91,C1318,,
2025-05-16,G002,Wheat Flour 1kg,3,38.08,C1319,,
2025-05-16,G003,Sugar 1kg,2,51.57,C1320,,
2025-05-16,G006,Milk Packet 500ml,1,25.82,C1321,,
2025-05-16,G002,Wheat Flour 1kg,1,39.52,C1322,,
2025-05-16,G015,Onions 1kg,1,32.37,C1323,,
2025-05-16,G001,Rice Basmati 1kg,2,99.94,C1324,,
2025-05-16,G020,Pickle Mixed 400g,1,125.25,C1325,,
2025-05-16,G006,Milk Packet 500ml,1,25.4,C1326,,
2025-05-16,G003,Sugar 1kg,1,50.89,C1327,,
2025-05-16,G014,Turmeric Powder 100g,1,56.72,C1328,,
2025-05-16,G011,Biscuits Parle-G,2,15.01,C1329,,
2025-05-16,G004,Dal Toor 500g,1,143.5,C1330,,
2025-05-16,G005,Oil Sunflower 1L,1,152.28,C1331,,
2025-05-16,G012,Soap Lifebouy,1,42.99,C1332,,
2025-05-16,G001,Rice Basmati 1kg,1,100.01,C1333,,
2025-05-16,G020,Pickle Mixed 400g,1,128.57,C1334,,
2025-05-16,G018,Honey 500g,1,340.27,C1335,,
2025-05-16,G011,Biscuits Parle-G,1,15.34,C1336,,
2025-05-16,G003,Sugar 1kg,1,49.0,C1337,,
2025-05-16,G011,Biscuits Parle-G,2,15.02,C1338,,
2025-05-16,G003,Sugar 1kg,1,48.98,C1339,,
2025-05-16,G003,Sugar 1kg,2,50.67,C1340,,
2025-05-16,G006,Milk Packet 500ml,1,25.74,C1341,,
2025-05-16,G004,Dal Toor 500g,1,136.11,C1342,,
2025-05-16,G015,Onions 1kg,1,33.24,C1343,,
2025-05-16,G012,Soap Lifebouy,1,44.93,C1344,,
2025-05-16,G013,Detergent 1kg,1,218.51,C1345,,
2025-05-16,G007,Bread White 400g,1,33.4,C1346,,
2025-05-16,G006,Milk Packet 500ml,1,25.59,C1347,,
2025-05-16,G007,Bread White 400g,1,32.1,C1348,,
2025-05-16,G020,Pickle Mixed 400g,1,130.02,C1349,,
2025-05-16,G001,Rice Basmati 1kg,1,100.72,C1350,,
2025-05-16,G015,Onions 1kg,1,32.14,C1351,,
2025-05-16,G009,Tea Powder 250g,1,213.1,C1352,,
2025-05-16,G007,Bread White 400g,1,34.01,C1353,,
2025-05-16,G012,Soap Lifebouy,1,43.21,C1354,,
2025-05-16,G004,Dal Toor 500g,1,138.14,C1355,,
2025-05-16,G015,Onions 1kg,1,34.73,C1356,,
2025-05-16,G008,Eggs 12 pieces,1,85.95,C1357,,
2025-05-16,G007,Bread White 400g,1,32.83,C1358,,
2025-05-16,G016,Ghee 500ml,2,471.77,C1359,,
2025-05-16,G019,Coffee Instant 100g,1,186.84,C1360,,
2025-05-16,G008,Eggs 12 pieces,1,89.73,C1361,,
2025-05-16,G003,Sugar 1kg,2,47.95,C1362,,
2025-05-16,G011,Biscuits Parle-G,1,15.93,C1363,,
2025-05-16,G011,Biscuits Parle-G,1,15.43,C1364,,
2025-05-16,G012,Soap Lifebouy,1,44.56,C1365,,
2025-05-16,G002,Wheat Flour 1kg,1,41.07,C1366,,
2025-05-16,G012,Soap Lifebouy,1,44.3,C1367,,
2025-05-16,G008,Eggs 12 pieces,1,90.08,C1368,,
2025-05-16,G001,Rice Basmati 1kg,1,101.63,C1369,,
2025-05-16,G001,Rice Basmati 1kg,2,97.95,C1370,,
2025-05-16,G018,Honey 500g,1,347.11,C1371,,
2025-05-16,G002,Wheat Flour 1kg,3,40.81,C1372,,
2025-05-16,G015,Onions 1kg,1,32.76,C1373,,
2025-05-16,G004,Dal Toor 500g,1,146.73,C1374,,
2025-05-16,G006,Milk Packet 500ml,1,26.98,C1375,,
2025-05-16,G015,Onions 1kg,1,33.13,C1376,,
2025-05-16,G007,Bread White 400g,1,34.74,C1377,,
2025-05-16,G004,Dal Toor 500g,1,145.36,C1378,,
2025-05-16,G016,Ghee 500ml,2,485.85,C1379,,
2025-05-16,G019,Coffee Instant 100g,1,185.32,C1380,,
2025-05-16,G001,Rice Basmati 1kg,1,100.32,C1381,,
2025-05-16,G007,Bread White 400g,1,33.98,C1382,,
2025-05-16,G018,Honey 500g,1,356.56,C1383,,
2025-05-16,G016,Ghee 500ml,1,512.75,C1384,,
2025-05-16,G011,Biscuits Parle-G,1,15.42,C1385,,
2025-05-16,G006,Milk Packet 500ml,1,24.71,C1386,,
2025-05-16,G010,Salt 1kg,1,23.46,C1387,,
2025-05-16,G001,Rice Basmati 1kg,2,102.52,C1388,,
2025-05-16,G018,Honey 500g,1,338.7,C1389,,
2025-05-16,G004,Dal Toor 500g,1,146.8,C1390,,
2025-05-16,G002,Wheat Flour 1kg,3,40.72,C1391,,
2025-05-16,G001,Rice Basmati 1kg,2,100.92,C1392,,
2025-05-16,G002,Wheat Flour 1kg,2,40.15,C1393,,
2025-05-16,G005,Oil Sunflower 1L,2,158.83,C1394,,
2025-05-16,G006,Milk Packet 500ml,2,25.26,C1395,,
2025-05-16,G015,Onions 1kg,1,33.94,C1396,,
2025-05-16,G007,Bread White 400g,1,33.4,C1397,,
2025-05-16,G016,Ghee 500ml,1,491.76,C1398,,
2025-05-16,G009,Tea Powder 250g,1,223.77,C1399,,
2025-05-16,G012,Soap Lifebouy,1,45.19,C1400,,
2025-05-17,G001,Rice Basmati 1kg,1,98.59,C1401,,
2025-05-17,G003,Sugar 1kg,1,49.07,C1402,,
2025-05-17,G001,Rice Basmati 1kg,1,101.63,C1403,,
2025-05-17,G012,Soap Lifebouy,1,41.96,C1404,,
2025-05-17,G011,Biscuits Parle-G,2,15.01,C1405,,
2025-05-17,G004,Dal Toor 500g,1,143.5,C1406,,
2025-05-17,G015,Onions 1kg,1,34.52,C1407,,
2025-05-17,G015,Onions 1kg,1,33.34,C1408,,
2025-05-17,G009,Tea Powder 250g,1,228.65,C1409,,
2025-05-17,G015,Onions 1kg,1,32.61,C1410,,
2025-05-17,G003,Sugar 1kg,1,48.55,C1411,,
2025-05-17,G002,Wheat Flour 1kg,1,37.95,C1412,,
2025-05-17,G006,Milk Packet 500ml,1,26.61,C1413,,
2025-05-17,G002,Wheat Flour 1kg,3,39.37,C1414,,
2025-05-17,G005,Oil Sunflower 1L,1,161.02,C1415,,
2025-05-17,G008,Eggs 12 pieces,1,85.75,C1416,,
2025-05-17,G001,Rice Basmati 1kg,1,98.21,C1417,,
2025-05-17,G003,Sugar 1kg,2,48.05,C1418,,
2025-05-17,G004,Dal Toor 500g,1,143.77,C1419,,
2025-05-17,G008,Eggs 12 pieces,1,87.69,C1420,,
2025-05-17,G016,Ghee 500ml,1,475.17,C1421,,
2025-05-17,G004,Dal Toor 500g,1,136.8,C1422,,
2025-05-17,G003,Sugar 1kg,2,49.97,C1423,,
2025-05-17,G001,Rice Basmati 1kg,3,100.19,C1424,,
2025-05-17,G020,Pickle Mixed 400g,1,120.3,C1425,,
2025-05-17,G018,Honey 500g,1,363.91,C1426,,
2025-05-17,G002,Wheat Flour 1kg,2,37.49,C1427,,
2025-05-17,G017,Almonds 250g,1,845.75,C1428,,
2025-05-17,G011,Biscuits Parle-G,1,15.91,C1429,,
2025-05-17,G015,Onions 1kg,1,33.99,C1430,,
2025-05-17,G004,Dal Toor 500g,1,141.37,C1431,,
2025-05-17,G004,Dal Toor 500g,1,140.57,C1432,,
2025-05-17,G004,Dal Toor 500g,1,141.96,C1433,,
2025-05-17,G011,Biscuits Parle-G,2,15.78,C1434,,
2025-05-17,G003,Sugar 1kg,2,49.46,C1435,,
2025-05-17,G003,Sugar 1kg,1,48.46,C1436,,
2025-05-17,G006,Milk Packet 500ml,1,26.25,C1437,,
2025-05-17,G012,Soap Lifebouy,1,45.06,C1438,,
2025-05-17,G002,Wheat Flour 1kg,1,38.61,C1439,,
2025-05-17,G011,Biscuits Parle-G,1,15.13,C1440,,
2025-05-17,G018,Honey 500g,1,343.27,C1441,,
2025-05-17,G002,Wheat Flour 1kg,2,37.69,C1442,,
2025-05-17,G011,Biscuits Parle-G,2,15.78,C1443,,
2025-05-17,G007,Bread White 400g,1,34.72,C1444,,
2025-05-17,G015,Onions 1kg,1,35.15,C1445,,
2025-05-17,G003,Sugar 1kg,1,47.79,C1446,,
2025-05-17,G012,Soap Lifebouy,1,43.59,C1447,,
2025-05-17,G015,Onions 1kg,1,34.88,C1448,,
2025-05-17,G008,Eggs 12 pieces,1,86.73,C1449,,
2025-05-17,G011,Biscuits Parle-G,2,16.21,C1450,,
2025-05-17,G004,Dal Toor 500g,1,138.49,C1451,,
2025-05-17,G019,Coffee Instant 100g,1,194.43,C1452,,
2025-05-17,G015,Onions 1kg,1,32.69,C1453,,
2025-05-17,G019,Coffee Instant 100g,1,195.94,C1454,,
2025-05-17,G001,Rice Basmati 1kg,1,93.71,C1455,,
2025-05-17,G008,Eggs 12 pieces,1,85.84,C1456,,
2025-05-17,G012,Soap Lifebouy,1,43.86,C1457,,
2025-05-17,G011,Biscuits Parle-G,2,16.03,C1458,,
2025-05-17,G002,Wheat Flour 1kg,2,40.37,C1459,,
2025-05-17,G011,Biscuits Parle-G,1,16.26,C1460,,
2025-05-17,G007,Bread White 400g,2,32.4,C1461,,
2025-05-17,G011,Biscuits Parle-G,1,14.88,C1462,,
2025-05-17,G003,Sugar 1kg,1,48.56,C1463,,
2025-05-17,G011,Biscuits Parle-G,1,16.21,C1464,,
2025-05-17,G020,Pickle Mixed 400g,1,119.41,C1465,,
2025-05-17,G003,Sugar 1kg,3,48.61,C1466,,
2025-05-17,G020,Pickle Mixed 400g,1,125.8,C1467,,
2025-05-17,G007,Bread White 400g,1,32.45,C1468,,
2025-05-17,G015,Onions 1kg,1,32.76,C1469,,
2025-05-17,G014,Turmeric Powder 100g,1,56.28,C1470,,
2025-05-17,G019,Coffee Instant 100g,1,193.42,C1471,,
2025-05-17,G013,Detergent 1kg,1,218.45,C1472,,
2025-05-17,G015,Onions 1kg,1,32.23,C1473,,
2025-05-17,G007,Bread White 400g,1,32.1,C1474,,
2025-05-17,G006,Milk Packet 500ml,2,26.93,C1475,,
2025-05-17,G011,Biscuits Parle-G,1,15.31,C1476,,
2025-05-17,G015,Onions 1kg,1,35.35,C1477,,
2025-05-17,G013,Detergent 1kg,1,217.46,C1478,,
2025-05-17,G015,Onions 1kg,1,32.39,C1479,,
2025-05-17,G007,Bread White 400g,1,35.1,C1480,,
2025-05-17,G015,Onions 1kg,1,35.14,C1481,,
2025-05-17,G003,Sugar 1kg,3,48.66,C1482,,
2025-05-17,G005,Oil Sunflower 1L,1,152.1,C1483,,
2025-05-17,G002,Wheat Flour 1kg,1,40.56,C1484,,
2025-05-17,G016,Ghee 500ml,1,477.13,C1485,,
2025-05-17,G006,Milk Packet 500ml,1,26.31,C1486,,
2025-05-17,G007,Bread White 400g,1,33.31,C1487,,
2025-05-17,G012,Soap Lifebouy,1,45.82,C1488,,
2025-05-17,G007,Bread White 400g,1,34.25,C1489,,
2025-05-17,G007,Bread White 400g,1,33.07,C1490,,
2025-05-17,G001,Rice Basmati 1kg,2,93.62,C1491,,
2025-05-17,G007,Bread White 400g,1,33.92,C1492,,
2025-05-17,G001,Rice Basmati 1kg,2,94.58,C1493,,
2025-05-17,G001,Rice Basmati 1kg,2,99.56,C1494,,
2025-05-17,G019,Coffee Instant 100g,1,188.69,C1495,,
2025-05-17,G011,Biscuits Parle-G,1,16.09,C1496,,
2025-05-17,G009,Tea Powder 250g,1,225.25,C1497,,
2025-05-17,G004,Dal Toor 500g,1,142.04,C1498,,
2025-05-17,G007,Bread White 400g,1,34.21,C1499,,
2025-05-17,G015,Onions 1kg,1,35.16,C1500,,
2025-05-17,G005,Oil Sunflower 1L,3,160.92,C1501,,
2025-05-17,G004,Dal Toor 500g,1,146.52,C1502,,
2025-05-17,G001,Rice Basmati 1kg,1,98.23,C1503,,
2025-05-17,G016,Ghee 500ml,1,484.81,C1504,,
2025-05-17,G007,Bread White 400g,2,33.24,C1505,,
2025-05-17,G007,Bread White 400g,1,33.38,C1506,,
2025-05-17,G009,Tea Powder 250g,1,219.05,C1507,,
2025-05-17,G005,Oil Sunflower 1L,2,157.37,C1508,,
2025-05-17,G019,Coffee Instant 100g,1,201.55,C1509,,
2025-05-17,G013,Detergent 1kg,1,205.45,C1510,,
2025-05-17,G015,Onions 1kg,1,34.5,C1511,,
2025-05-17,G012,Soap Lifebouy,1,45.83,C1512,,
2025-05-17,G017,Almonds 250g,1,841.4,C1513,,
2025-05-17,G002,Wheat Flour 1kg,3,39.97,C1514,,
2025-05-17,G003,Sugar 1kg,1,49.55,C1515,,
2025-05-17,G002,Wheat Flour 1kg,1,38.12,C1516,,
2025-05-17,G011,Biscuits Parle-G,1,16.14,C1517,,
2025-05-17,G008,Eggs 12 pieces,1,85.48,C1518,,
2025-05-17,G002,Wheat Flour 1kg,1,37.39,C1519,,
2025-05-17,G008,Eggs 12 pieces,1,82.91,C1520,,
2025-05-17,G003,Sugar 1kg,1,50.64,C1521,,
2025-05-17,G008,Eggs 12 pieces,1,85.95,C1522,,
2025-05-17,G006,Milk Packet 500ml,1,26.26,C1523,,
2025-05-17,G003,Sugar 1kg,1,50.16,C1524,,
2025-05-17,G004,Dal Toor 500g,1,143.2,C1525,,
2025-05-17,G006,Milk Packet 500ml,1,25.95,C1526,,
2025-05-17,G016,Ghee 500ml,1,518.43,C1527,,
2025-05-17,G016,Ghee 500ml,1,505.27,C1528,,
2025-05-17,G015,Onions 1kg,1,34.52,C1529,,
2025-05-17,G005,Oil Sunflower 1L,2,160.85,C1530,,
2025-05-17,G016,Ghee 500ml,2,501.76,C1531,,
2025-05-18,G009,Tea Powder 250g,1,219.72,C1532,,
2025-05-18,G012,Soap Lifebouy,1,42.67,C1533,,
2025-05-18,G016,Ghee 500ml,2,471.52,C1534,,
2025-05-18,G007,Bread White 400g,2,34.4,C1535,,
2025-05-18,G002,Wheat Flour 1kg,2,38.26,C1536,,
2025-05-18,G002,Wheat Flour 1kg,1,39.31,C1537,,
2025-05-18,G011,Biscuits Parle-G,2,15.75,C1538,,
2025-05-18,G002,Wheat Flour 1kg,2,38.86,C1539,,
2025-05-18,G005,Oil Sunflower 1L,2,154.29,C1540,,
2025-05-18,G012,Soap Lifebouy,1,41.8,C1541,,
2025-05-18,G001,Rice Basmati 1kg,1,97.4,C1542,,
2025-05-18,G019,Coffee Instant 100g,1,196.73,C1543,,
2025-05-18,G006,Milk Packet 500ml,1,26.45,C1544,,
2025-05-18,G018,Honey 500g,1,351.07,C1545,,
2025-05-18,G004,Dal Toor 500g,1,147.65,C1546,,
2025-05-18,G015,Onions 1kg,1,35.31,C1547,,
2025-05-18,G005,Oil Sunflower 1L,1,160.1,C1548,,
2025-05-18,G002,Wheat Flour 1kg,2,39.8,C1549,,
2025-05-18,G011,Biscuits Parle-G,1,14.97,C1550,,
2025-05-18,G017,Almonds 250g,1,826.37,C1551,,
2025-05-18,G009,Tea Powder 250g,1,224.75,C1552,,
2025-05-18,G015,Onions 1kg,1,33.82,C1553,,
2025-05-18,G015,Onions 1kg,1,33.12,C1554,,
2025-05-18,G001,Rice Basmati 1kg,2,92.98,C1555,,
2025-05-18,G001,Rice Basmati 1kg,2,96.3,C1556,,
2025-05-18,G019,Coffee Instant 100g,1,186.11,C1557,,
2025-05-18,G007,Bread White 400g,1,33.92,C1558,,
2025-05-18,G015,Onions 1kg,1,35.27,C1559,,
2025-05-18,G008,Eggs 12 pieces,1,82.68,C1560,,
2025-05-18,G016,Ghee 500ml,1,515.42,C1561,,
2025-05-18,G001,Rice Basmati 1kg,3,99.66,C1562,,
2025-05-18,G014,Turmeric Powder 100g,1,58.52,C1563,,
2025-05-18,G016,Ghee 500ml,2,484.52,C1564,,
2025-05-18,G015,Onions 1kg,1,32.93,C1565,,
2025-05-18,G007,Bread White 400g,2,33.21,C1566,,
2025-05-18,G011,Biscuits Parle-G,1,16.09,C1567,,
